Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value
2/34 JEFFREYS ROAD,"Fendalton, Christchurch",8052,2,1,1,511,120,1970,450,7/02/2023,7,FALSE,650000
2/48 JEFFREYS ROAD,"Fendalton, Christchurch",8052,2,1,1,511,90,1970,550,11/09/2023,7,FALSE,820000
2/2A MEDBURY TERRACE,"Fendalton, Christchurch",8041,2,1,2,511,170,1970,570,6/07/2023,7,FALSE,1060000
23A PLYNLIMON ROAD,"Fendalton, Christchurch",8052,2,1,1,511,118,2014,550,20/07/2023,7,FALSE,1180000
1/25 PLYNLIMON ROAD,"Fendalton, Christchurch",8052,2,1,1,511,100,1960,500,12/07/2023,7,FALSE,700000
2/27 PLYNLIMON ROAD,"Fendalton, Christchurch",8052,2,1,1,511,90,1960,395,12/03/2023,7,FALSE,580000
148 STRAVEN ROAD,"Fendalton, Christchurch",8014,2,2,2,506,230,1970,650,15/12/2023,7,FALSE,700000
150 STRAVEN ROAD,"Fendalton, Christchurch",8014,2,1,1,511,140,1970,580,3/08/2024,7,FALSE,560000
1/87A TOTARA STREET,"Fendalton, Christchurch",8041,2,1,1,511,80,1960,530,22/11/2023,2,FALSE,780000
3 AIR RACE LANE,"Halswell, Christchurch",8025,2,2,2,116,89,2019,520,16/10/2023,7,FALSE,810000
8 AIR RACE LANE,"Halswell, Christchurch",8025,2,1,1,264,114,2018,540,24/08/2023,7,FALSE,640000
4 BLAENAVON PLACE,"Halswell, Christchurch",8025,2,1,1,463,114,2014,600,30/11/2023,18,FALSE,610000
21 CAULFIELD AVENUE,"Halswell, Christchurch",8025,2,2,2,273,138,2017,720,29/03/2024,7,FALSE,650000
32 CHECKETTS AVENUE,"Halswell, Christchurch",8025,2,1,4,875,220,1980,500,7/05/2023,2,FALSE,720000
44 CONAILUS STREET,"Halswell, Christchurch",8025,2,1,1,382,156,2021,585,18/04/2024,21,TRUE,730000
14 GORE STREET,"Halswell, Christchurch",8025,2,1,2,511,120,1990,560,30/11/2023,15,FALSE,590000
9 KAKA PLACE,"Halswell, Christchurch",8025,2,2,1,421,126,2023,560,24/08/2023,7,FALSE,600000
78A LANCEWOOD DRIVE,"Halswell, Christchurch",8025,2,1,1,511,113,1990,530,12/04/2023,15,FALSE,710000
3A LARSENS ROAD,"Halswell, Christchurch",8025,2,1,1,511,90,1970,500,21/02/2024,7,FALSE,710000
3/8 NICHOLLS ROAD,"Halswell, Christchurch",8025,2,1,1,511,79,2022,505,9/07/2023,28,FALSE,650000
43 NOTTINGHAM AVENUE,"Halswell, Christchurch",8025,2,1,1,878,81,1950,500,28/09/2023,7,FALSE,810000
30 PACKARD CRESCENT,"Halswell, Christchurch",8025,2,2,2,270,122,2015,620,31/10/2023,7,FALSE,550000
1/92 PATTERSON TERRACE,"Halswell, Christchurch",8025,2,1,2,511,150,1990,540,2/10/2024,7,FALSE,710000
2 SCHOOL ROAD,"Halswell, Christchurch",8025,2,2,2,610,190,1970,480,9/06/2023,7,FALSE,580000
40 SHOLTO DUNCAN CRESCENT,"Halswell, Christchurch",8025,2,1,1,282,114,2018,550,6/08/2023,7,FALSE,550000
19/6 SKIBBEREEN DRIVE,"Halswell, Christchurch",8025,2,1,1,77,91,2023,550,18/12/2023,34,FALSE,600000
20/6 SKIBBEREEN DRIVE,"Halswell, Christchurch",8025,2,1,1,77,91,2023,559,14/12/2023,29,FALSE,600000
21/6 SKIBBEREEN DRIVE,"Halswell, Christchurch",8025,2,1,1,97,91,2023,559,30/11/2023,15,FALSE,670000
6 TOETOE STREET,"Halswell, Christchurch",8025,2,2,1,357,116,2020,600,24/10/2023,7,FALSE,560000
1/30 TOWNSHEND CRESCENT,"Halswell, Christchurch",8025,2,1,2,511,134,1990,800,22/02/2024,7,FALSE,650000
2/367 SAWYERS ARMS ROAD,"Harewood, Christchurch",8051,2,1,1,511,110,1980,520,13/07/2023,7,FALSE,600000
11 WHEATSHEAF LANE,"Heathcote Valley, Christchurch",8022,2,3,1,511,99,2021,520,22/02/2024,7,FALSE,630000
14 WHEATSHEAF LANE,"Heathcote Valley, Christchurch",8022,2,3,1,511,101,2021,515,6/07/2023,7,FALSE,630000
1A AMURI STREET,"Hei Hei, Christchurch",8042,2,1,1,204,70,2024,520,18/01/2024,36,FALSE,630000
1B AMURI STREET,"Hei Hei, Christchurch",8042,2,1,1,230,70,2024,520,25/01/2024,7,FALSE,690000
6 AURORA STREET,"Hei Hei, Christchurch",8042,2,1,3,728,81,1950,420,26/05/2023,7,FALSE,630000
143 BUCHANANS ROAD,"Hei Hei, Christchurch",8042,2,1,1,347,80,1950,450,17/07/2023,7,FALSE,500000
21 TAURIMA STREET,"Hei Hei, Christchurch",8042,2,1,3,665,100,1950,620,1/11/2024,7,FALSE,660000
20 BEAN STREET,"Hillmorton, Christchurch",8025,2,1,1,274,100,1990,530,7/07/2023,7,FALSE,660000
4 DAVE JAMIESON LANE,"Hillmorton, Christchurch",8024,2,2,1,230,149,2019,600,9/11/2023,3,FALSE,520000
10 DAVE JAMIESON LANE,"Hillmorton, Christchurch",8024,2,1,1,164,141,2019,530,17/07/2023,7,FALSE,520000
14 DAVE JAMIESON LANE,"Hillmorton, Christchurch",8024,2,1,1,164,141,2019,590,28/07/2023,7,FALSE,550000
1/20 HILLMORTON STREET,"Hillmorton, Christchurch",8024,2,1,1,511,90,1980,450,22/11/2023,7,FALSE,520000
3/20 HILLMORTON STREET,"Hillmorton, Christchurch",8024,2,1,1,511,90,1980,450,29/11/2023,8,FALSE,550000
2/65 LINCOLN ROAD,"Hillmorton, Christchurch",8024,2,1,1,511,75,1960,450,30/08/2023,7,FALSE,580000
3/78 LINCOLN ROAD,"Hillmorton, Christchurch",8024,2,1,1,511,99,1980,490,19/10/2023,3,FALSE,760000
6/82 LINCOLN ROAD,"Hillmorton, Christchurch",8024,2,1,2,511,73,1980,510,3/05/2024,7,FALSE,730000
2/11 SYLVAN STREET,"Hillmorton, Christchurch",8024,2,1,1,511,94,1970,450,11/08/2023,7,FALSE,730000
5/33 TORRENS ROAD,"Hillmorton, Christchurch",8024,2,1,1,511,60,1970,470,14/02/2024,29,FALSE,495000
2/44 TORRENS ROAD,"Hillmorton, Christchurch",8024,2,1,1,511,71,1970,390,10/04/2023,15,FALSE,475000
5/44 TORRENS ROAD,"Hillmorton, Christchurch",8024,2,1,1,511,71,1970,390,17/07/2023,7,FALSE,385000
2/45 TORRENS ROAD,"Hillmorton, Christchurch",8024,2,1,1,511,92,2010,420,28/10/2023,4,FALSE,450000
29A BRABOURNE STREET,"Hillsborough, Christchurch",8022,2,1,2,267,80,2000,450,4/04/2024,7,FALSE,530000
39 BRABOURNE STREET,"Hillsborough, Christchurch",8022,2,1,1,607,94,1960,450,21/11/2023,7,FALSE,385000
271A CENTAURUS ROAD,"Hillsborough, Christchurch",8022,2,1,1,511,79,2007,420,20/03/2024,7,FALSE,360000
302 CENTAURUS ROAD,"Hillsborough, Christchurch",8022,2,1,1,754,152,2021,300,15/03/2024,57,FALSE,360000
9 CURRIES ROAD,"Hillsborough, Christchurch",8022,2,1,1,809,97,1950,485,14/04/2024,25,TRUE,360000
2 EREWHON TERRACE,"Hillsborough, Christchurch",8022,2,1,2,511,113,1950,1150,21/02/2024,7,FALSE,530000
1/7 HILLDALE PLACE,"Hillsborough, Christchurch",8022,2,1,1,511,90,1970,550,21/08/2023,41,FALSE,330000
2/7 HILLDALE PLACE,"Hillsborough, Christchurch",8022,2,1,1,511,90,1970,525,8/08/2023,20,FALSE,560000
1/26 HILLSBOROUGH TERRACE,"Hillsborough, Christchurch",8022,2,1,1,511,100,1980,460,15/01/2024,8,FALSE,450000
37 VERNON TERRACE,"Hillsborough, Christchurch",8022,2,1,2,531,130,1950,680,15/02/2024,14,FALSE,1240000
172A CASHMERE ROAD,"Hoon Hay, Christchurch",8025,2,1,1,511,100,1955,700,12/05/2023,7,FALSE,460000
6 CEDARS STREET,"Hoon Hay, Christchurch",8025,2,1,1,822,110,1950,550,9/06/2023,7,FALSE,770000
2/41 CEDARS STREET,"Hoon Hay, Christchurch",8025,2,1,1,511,96,1970,450,21/06/2023,7,FALSE,550000
173B HOON HAY ROAD,"Hoon Hay, Christchurch",8025,2,1,1,511,100,1975,470,11/03/2023,7,FALSE,485000
29 KAIWARA STREET,"Hoon Hay, Christchurch",8025,2,1,2,784,101,1960,550,1/12/2024,7,FALSE,510000
1/111 KAIWARA STREET,"Hoon Hay, Christchurch",8025,2,1,1,511,90,1975,540,2/08/2024,7,FALSE,660000
2/111 KAIWARA STREET,"Hoon Hay, Christchurch",8025,2,1,1,511,90,1975,525,13/02/2024,7,FALSE,650000
10 LEISTRELLA ROAD,"Hoon Hay, Christchurch",8025,2,1,2,842,107,1950,570,30/09/2023,7,FALSE,630000
6 LEWIS STREET,"Hoon Hay, Christchurch",8025,2,1,1,812,93,1950,550,2/08/2024,7,FALSE,470000
30 MCBEATH AVENUE,"Hoon Hay, Christchurch",8025,2,1,1,852,103,1960,610,19/03/2024,7,FALSE,440000
11 NEWLAND STREET,"Hoon Hay, Christchurch",8025,2,1,2,860,105,1955,700,16/04/2024,23,TRUE,650000
4C ROSE STREET,"Hoon Hay, Christchurch",8025,2,1,1,511,100,2000,500,17/01/2024,7,FALSE,520000
26 SAMUEL STREET,"Hoon Hay, Christchurch",8025,2,2,1,819,97,1950,600,29/03/2024,7,FALSE,520000
3/12 TANKERVILLE ROAD,"Hoon Hay, Christchurch",8025,2,1,1,511,98,2016,510,27/02/2024,7,FALSE,650000
2/24 VICTORS ROAD,"Hoon Hay, Christchurch",8025,2,2,1,511,72,2024,560,28/04/2024,18,TRUE,600000
1/64 VICTORS ROAD,"Hoon Hay, Christchurch",8025,2,1,1,511,104,1970,460,14/09/2023,22,FALSE,700000
6 AVRO CRESCENT,"Hornby, Christchurch",8042,2,1,1,628,85,1950,500,25/10/2023,7,FALSE,660000
1/18 AWATEA ROAD,"Hornby, Christchurch",8042,2,1,2,837,190,1980,540,16/06/2023,7,FALSE,650000
61 BRANSTON STREET,"Hornby, Christchurch",8042,2,1,2,819,74,1950,550,5/01/2024,8,TRUE,610000
3/19 BRYNLEY STREET,"Hornby, Christchurch",8042,2,1,1,511,80,1970,490,2/12/2024,7,FALSE,570000
41A BRYNLEY STREET,"Hornby, Christchurch",8042,2,2,1,274,82,2023,550,31/08/2023,7,FALSE,520000
2/52A BRYNLEY STREET,"Hornby, Christchurch",8042,2,1,1,511,90,1970,420,6/02/2023,7,FALSE,455000
2/74 BRYNLEY STREET,"Hornby, Christchurch",8042,2,1,1,511,63,1975,380,15/05/2023,4,FALSE,520000
1/69 DENISE CRESCENT,"Hornby, Christchurch",8042,2,1,1,511,115,1970,450,6/02/2023,7,FALSE,650000
1/1B DICKSON CRESCENT,"Hornby, Christchurch",8042,2,1,1,511,70,1980,490,6/07/2023,7,FALSE,550000
35 GARVINS ROAD,"Hornby, Christchurch",8042,2,1,1,809,90,1940,500,3/06/2024,7,FALSE,425000
6/287 MAIN ROAD SOUTH,"Hornby, Christchurch",8042,2,1,1,511,60,1970,395,12/12/2023,7,FALSE,560000
1/35 NEILL STREET,"Hornby, Christchurch",8042,2,1,1,511,60,1970,440,26/09/2023,7,FALSE,425000
36A NEILL STREET,"Hornby, Christchurch",8042,2,1,2,357,74,1940,520,30/04/2024,9,TRUE,410000
1/18 OAKHAMPTON STREET,"Hornby, Christchurch",8042,2,1,1,511,70,1970,475,22/04/2024,31,TRUE,485000
1/11 SEYMOUR STREET,"Hornby, Christchurch",8042,2,1,1,511,160,1980,480,9/01/2023,7,FALSE,450000
4/24 SEYMOUR STREET,"Hornby, Christchurch",8042,2,1,1,511,70,1970,430,5/11/2023,7,FALSE,445000
1/26 SHANDS ROAD,"Hornby, Christchurch",8042,2,1,2,511,110,1980,510,17/07/2023,7,FALSE,540000
5/72 SPRINGS ROAD,"Hornby, Christchurch",8042,2,1,1,511,60,1970,395,25/07/2023,7,FALSE,385000
7/72 SPRINGS ROAD,"Hornby, Christchurch",8042,2,1,1,511,60,1975,420,2/12/2024,7,FALSE,360000
3/90 SPRINGS ROAD,"Hornby, Christchurch",8042,2,1,1,511,90,1970,479,2/08/2024,7,FALSE,490000
2/98 SPRINGS ROAD,"Hornby, Christchurch",8042,2,2,2,511,130,1990,525,24/08/2023,7,FALSE,435000
1/118 SPRINGS ROAD,"Hornby, Christchurch",8042,2,1,2,511,83,1950,480,20/01/2024,7,FALSE,650000
2/130A SPRINGS ROAD,"Hornby, Christchurch",8042,2,2,2,511,150,1990,530,12/05/2023,7,FALSE,425000
3/181 SPRINGS ROAD,"Hornby, Christchurch",8042,2,1,1,511,65,1970,415,17/11/2023,7,FALSE,475000
1/24 TOWER STREET,"Hornby, Christchurch",8042,2,1,1,511,100,1990,520,13/07/2023,7,FALSE,325000
1/57 TREVOR STREET,"Hornby, Christchurch",8042,2,1,1,511,110,1980,520,14/06/2023,24,FALSE,325000
3 WITHAM STREET,"Hornby, Christchurch",8042,2,1,1,607,114,1960,380,28/08/2023,7,FALSE,445000
1/118 CENTAURUS ROAD,"Huntsbury, Christchurch",8022,2,2,4,850,280,1980,670,14/04/2024,7,TRUE,520000
1/5 ASHFIELD PLACE,"Ilam, Christchurch",8041,2,1,1,511,100,1960,450,20/10/2023,7,FALSE,500000
1/14 ASHFIELD PLACE,"Ilam, Christchurch",8041,2,1,1,511,100,1960,470,20/07/2023,7,FALSE,580000
298 AVONHEAD ROAD,"Ilam, Christchurch",8041,2,1,1,647,100,1965,510,6/02/2023,7,FALSE,495000
3/51 BRODIE STREET,"Ilam, Christchurch",8041,2,1,1,511,120,1995,520,7/08/2023,7,FALSE,540000
57 BRODIE STREET,"Ilam, Christchurch",8041,2,1,1,394,100,1950,400,1/05/2024,7,FALSE,540000
14 CHILCOMBE STREET,"Ilam, Christchurch",8041,2,1,1,519,96,1930,550,4/07/2024,7,FALSE,600000
2/46 CLYDE ROAD,"Ilam, Christchurch",8041,2,1,1,511,80,1960,430,28/08/2023,7,FALSE,650000
2/3 CORFE STREET,"Ilam, Christchurch",8041,2,1,1,511,100,1975,520,13/03/2024,8,FALSE,520000
1/102 CREYKE ROAD,"Ilam, Christchurch",8041,2,2,1,170,76,2020,540,14/09/2023,7,FALSE,485000
1/2 FARNHAM PLACE,"Ilam, Christchurch",8041,2,1,1,511,100,1970,680,27/10/2023,7,FALSE,760000
110C HAMILTON AVENUE,"Ilam, Christchurch",8041,2,1,1,511,88,2000,530,14/11/2023,7,FALSE,540000
253 ILAM ROAD,"Ilam, Christchurch",8041,2,2,3,718,190,1980,500,4/03/2024,7,FALSE,590000
4A MAIDSTONE ROAD,"Ilam, Christchurch",8041,2,1,1,511,90,1960,550,14/07/2023,7,FALSE,740000
1/11 MAIDSTONE ROAD,"Ilam, Christchurch",8041,2,1,1,511,104,1960,450,17/07/2023,15,FALSE,630000
1/16A MAIDSTONE ROAD,"Ilam, Christchurch",8041,2,1,1,511,85,1960,450,15/03/2024,7,FALSE,550000
2/16A MAIDSTONE ROAD,"Ilam, Christchurch",8041,2,1,1,511,82,1960,495,9/01/2023,7,FALSE,700000
1/18 MAIDSTONE ROAD,"Ilam, Christchurch",8041,2,1,2,511,80,1960,600,23/02/2024,7,FALSE,510000
69 MAIDSTONE ROAD,"Ilam, Christchurch",8041,2,1,2,511,130,1995,550,3/11/2024,7,FALSE,700000
1/77 MEMORIAL AVENUE,"Ilam, Christchurch",8053,2,2,2,878,230,1972,530,12/07/2023,4,FALSE,650000
91A MEMORIAL AVENUE,"Ilam, Christchurch",8053,2,1,1,511,90,1970,575,14/01/2024,41,FALSE,480000
92A MEMORIAL AVENUE,"Ilam, Christchurch",8053,2,2,2,511,150,1940,699,30/06/2023,38,FALSE,540000
1/10 MONTCLARE AVENUE,"Ilam, Christchurch",8041,2,1,1,511,130,1985,560,19/04/2024,20,TRUE,500000
1/5 NEWBRIDGE PLACE,"Ilam, Christchurch",8041,2,2,2,632,140,1960,500,1/04/2024,71,FALSE,500000
3/19 NEWBRIDGE PLACE,"Ilam, Christchurch",8041,2,1,1,511,70,1960,400,23/02/2024,7,FALSE,540000
4/33 NEWBRIDGE PLACE,"Ilam, Christchurch",8041,2,1,1,511,70,1960,475,31/01/2024,7,FALSE,700000
31 OTARA STREET,"Ilam, Christchurch",8053,2,1,1,759,80,1940,450,31/05/2023,7,FALSE,650000
46 OTARA STREET,"Ilam, Christchurch",8053,2,1,1,479,74,1940,500,20/09/2023,7,FALSE,640000
1/23 TUDOR AVENUE,"Ilam, Christchurch",8041,2,1,2,511,90,1970,500,30/06/2023,8,FALSE,1200000
1/23 TUIRAU PLACE,"Ilam, Christchurch",8041,2,1,1,511,90,1960,460,3/05/2024,7,FALSE,540000
2/9 WADELEY ROAD,"Ilam, Christchurch",8041,2,1,1,511,90,1960,450,1/10/2024,7,FALSE,650000
1/133 WAIMAIRI ROAD,"Ilam, Christchurch",8041,2,1,1,511,124,1960,530,11/03/2023,7,FALSE,440000
172 WAIMAIRI ROAD,"Ilam, Christchurch",8041,2,1,1,511,105,1960,480,3/08/2024,25,FALSE,520000
2/191 WAIMAIRI ROAD,"Ilam, Christchurch",8041,2,1,1,511,90,1975,420,22/08/2023,7,FALSE,810000
2/200 WAIMAIRI ROAD,"Ilam, Christchurch",8041,2,1,1,511,100,1976,500,1/10/2024,7,FALSE,600000
1/202 WAIMAIRI ROAD,"Ilam, Christchurch",8041,2,1,1,511,150,1960,500,29/12/2023,47,FALSE,560000
2/202 WAIMAIRI ROAD,"Ilam, Christchurch",8041,2,1,1,511,150,1960,500,29/12/2023,47,FALSE,540000
216 WAIMAIRI ROAD,"Ilam, Christchurch",8041,2,1,1,511,110,1970,450,17/07/2023,7,FALSE,530000
2/224 WAIMAIRI ROAD,"Ilam, Christchurch",8041,2,1,1,511,110,1970,500,14/04/2024,25,TRUE,650000
1/245 WAIMAIRI ROAD,"Ilam, Christchurch",8041,2,2,3,782,220,1973,540,18/09/2023,7,FALSE,520000
1/323 WAIMAIRI ROAD,"Ilam, Christchurch",8041,2,2,2,688,190,1960,360,8/12/2023,7,FALSE,500000
8 FINSBURY STREET,"Islington, Christchurch",8042,2,1,1,511,70,1940,570,31/01/2024,7,FALSE,550000
7/4 GILBERTHORPES ROAD,"Islington, Christchurch",8042,2,3,1,124,105,2024,550,5/02/2024,20,TRUE,530000
26 MORTLAKE STREET,"Islington, Christchurch",8042,2,1,1,625,80,1950,520,25/11/2023,41,FALSE,530000
1/21 WILSON STREET,"Islington, Christchurch",8042,2,1,1,511,104,1990,450,22/08/2023,7,FALSE,560000
2/345 ARMAGH STREET,"Linwood, Christchurch",8011,2,1,1,511,100,2000,535,10/12/2023,7,FALSE,500000
1/369 ARMAGH STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1985,420,1/12/2024,7,FALSE,650000
2/369 ARMAGH STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1985,450,29/02/2024,7,FALSE,650000
1/387 ARMAGH STREET,"Linwood, Christchurch",8011,2,2,1,135,97,2023,535,21/09/2023,7,FALSE,450000
4/387 ARMAGH STREET,"Linwood, Christchurch",8011,2,2,1,114,96,2023,545,2/08/2024,7,FALSE,550000
4/395 ARMAGH STREET,"Linwood, Christchurch",8011,2,1,1,235,101,2016,540,4/05/2024,7,FALSE,510000
3/399 ARMAGH STREET,"Linwood, Christchurch",8011,2,1,1,511,90,1990,450,1/05/2024,7,FALSE,500000
2/404 ARMAGH STREET,"Linwood, Christchurch",8011,2,2,1,101,73,2023,550,3/12/2024,7,FALSE,400000
3/404 ARMAGH STREET,"Linwood, Christchurch",8011,2,2,1,113,73,2023,550,4/04/2024,7,FALSE,380000
5/406 ARMAGH STREET,"Linwood, Christchurch",8011,2,2,1,126,73,2023,550,5/03/2024,15,TRUE,415000
2/449 ARMAGH STREET,"Linwood, Christchurch",8011,2,1,1,511,100,1975,450,1/11/2024,7,FALSE,645000
532 ARMAGH STREET,"Linwood, Christchurch",8011,2,1,1,752,67,2017,440,4/04/2024,15,FALSE,645000
1/5 BRITTAN STREET,"Linwood, Christchurch",8011,2,1,1,511,90,1975,370,31/08/2023,7,FALSE,570000
3/23 BRITTAN STREET,"Linwood, Christchurch",8011,2,1,1,190,98,2020,450,2/08/2024,7,FALSE,500000
4/23 BRITTAN STREET,"Linwood, Christchurch",8011,2,1,1,141,98,2020,380,22/08/2023,7,FALSE,595000
5/32 BRITTAN STREET,"Linwood, Christchurch",8011,2,1,1,511,80,1975,420,16/04/2024,23,TRUE,600000
1/369 CASHEL STREET,"Linwood, Christchurch",8011,2,2,1,154,87,2023,530,3/01/2024,7,FALSE,605000
4/369 CASHEL STREET,"Linwood, Christchurch",8011,2,2,1,128,88,2023,530,1/10/2024,7,FALSE,400000
2/401 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1955,430,30/04/2024,9,TRUE,1500000
4/401 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,80,1955,520,2/10/2024,7,FALSE,355000
1/421 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,60,1975,420,11/01/2023,7,FALSE,590000
9/443 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,58,2000,530,29/03/2024,22,FALSE,590000
16/443 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,58,2000,500,2/07/2024,15,FALSE,370000
1/468 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,58,2010,420,28/11/2023,21,FALSE,600000
6/468 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,58,2010,500,21/02/2024,7,FALSE,600000
12/468 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,65,2010,440,30/04/2024,42,TRUE,380000
1/507 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,60,1975,380,27/03/2024,7,FALSE,380000
519 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,166,94,2012,520,30/04/2024,9,TRUE,315000
2/527 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,50,1915,400,26/03/2024,7,FALSE,365000
1/529 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,183,60,2019,430,12/08/2023,40,FALSE,365000
530 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,486,90,1940,520,26/05/2023,7,FALSE,340000
1/554 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,83,2022,530,3/07/2024,7,FALSE,340000
3/555 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1975,435,14/03/2024,7,FALSE,385000
5/611 CASHEL STREET,"Linwood, Christchurch",8011,2,2,1,66,78,2023,490,11/01/2023,24,FALSE,310000
6/611 CASHEL STREET,"Linwood, Christchurch",8011,2,2,1,85,78,2023,500,29/09/2023,24,FALSE,485000
3/617 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,90,1975,400,30/06/2023,7,FALSE,300000
3/628 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,60,1975,420,29/05/2023,7,FALSE,475000
2/650 CASHEL STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1975,490,7/03/2023,7,FALSE,475000
50 CHELSEA STREET,"Linwood, Christchurch",8062,2,1,1,608,90,1920,560,29/04/2024,10,TRUE,550000
17 DACRE STREET,"Linwood, Christchurch",8062,2,1,1,658,90,1930,420,13/07/2023,7,FALSE,375000
1/191 ENGLAND STREET,"Linwood, Christchurch",8011,2,2,1,90,62,2022,530,5/01/2024,8,TRUE,550000
2/191 ENGLAND STREET,"Linwood, Christchurch",8011,2,2,1,99,59,2022,650,14/02/2024,7,FALSE,560000
5/191 ENGLAND STREET,"Linwood, Christchurch",8011,2,2,1,82,62,2022,530,3/07/2024,21,FALSE,320000
7/191 ENGLAND STREET,"Linwood, Christchurch",8011,2,2,1,133,62,2022,540,4/03/2024,8,FALSE,335000
36 GILBY STREET,"Linwood, Christchurch",8011,2,1,1,352,100,1890,510,27/09/2023,7,FALSE,370000
2/374 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,2,2,626,160,1915,350,30/11/2023,7,FALSE,315000
381 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,1,3,787,220,1965,400,27/06/2023,35,FALSE,460000
1/409 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,1,4,569,290,1976,520,18/04/2024,63,TRUE,510000
2/409 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1975,580,4/05/2024,26,FALSE,510000
3/409 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1975,580,4/09/2024,30,FALSE,510000
4/409 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1975,580,4/05/2024,25,FALSE,510000
3/418 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,80,1955,425,12/01/2023,7,FALSE,560000
2/472 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,100,1990,470,30/06/2023,7,FALSE,550000
6/472 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,80,1990,490,26/05/2023,7,FALSE,1020000
4/479 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,1,1,128,100,2015,450,10/04/2023,22,FALSE,650000
2/488 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,2,1,125,75,2022,540,13/10/2023,57,FALSE,335000
4/488 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,2,1,92,77,2022,520,21/03/2024,8,FALSE,335000
5/488 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,2,1,94,73,2022,520,13/02/2024,110,FALSE,335000
2/500 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,2,1,506,90,1915,300,13/12/2023,7,FALSE,355000
2/578 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,73,1970,420,26/06/2023,7,FALSE,450000
4/578 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1970,400,31/08/2023,7,FALSE,430000
4/582 GLOUCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,65,1960,450,26/05/2023,7,FALSE,510000
2/633 GLOUCESTER STREET,"Linwood, Christchurch",8062,2,1,1,511,84,2000,470,25/12/2023,7,FALSE,590000
648 GLOUCESTER STREET,"Linwood, Christchurch",8062,2,1,1,500,98,1920,580,20/09/2023,7,FALSE,610000
1/702 GLOUCESTER STREET,"Linwood, Christchurch",8062,2,1,1,511,100,1980,400,13/10/2023,7,FALSE,585000
10 HAAST STREET,"Linwood, Christchurch",8011,2,1,1,354,61,1875,435,21/06/2023,7,FALSE,470000
8/354 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,511,50,1975,410,11/01/2023,15,FALSE,350000
2/359 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,511,73,1990,420,31/05/2023,15,FALSE,350000
3/381 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,511,67,1975,399,31/08/2023,7,FALSE,375000
4/393 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1965,480,22/08/2023,15,FALSE,420000
4/407 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,178,69,2020,520,17/12/2023,7,FALSE,510000
435 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,718,446,2023,400,21/08/2023,32,FALSE,410000
3/443 HEREFORD STREET,"Linwood, Christchurch",8011,2,2,2,81,108,2000,520,12/12/2023,6,FALSE,370000
4/443 HEREFORD STREET,"Linwood, Christchurch",8011,2,2,2,81,108,2000,520,15/02/2024,7,FALSE,330000
1/451 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1965,450,8/07/2023,7,FALSE,415000
