Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value
3/327 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,73,2023,470,30-Mar-23,45,FALSE,"$610,000","$180,000"
2/169 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,124,1990,470,19-Sep-23,7,FALSE,"$550,000","$265,000"
4/3 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,68,1970,470,9-Apr-24,7,FALSE,"$510,000","$340,000"
17C DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,216,81,2005,470,13-Feb-23,15,FALSE,"$530,000","$325,000"
1/5 ROTHERHAM STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,93,1970,470,28-Sep-24,7,FALSE,"$475,000","$325,000"
17A BRADSHAW TERRACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,-,85,1955,460,4-Aug-23,7,FALSE,"$530,000","$360,000"
2/136 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,70,1975,460,8-Aug-24,7,FALSE,"$460,000","$265,000"
2/15 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,70,1970,460,24-Apr-24,7,FALSE,"$420,000","$325,000"
4/32 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,69,1970,460,5-Sep-24,7,FALSE,"$445,000","$340,000"
3/1 NELSON STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,70,1950,460,3-Oct-24,7,FALSE,"$430,000","$325,000"
19B PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,181,88,2005,460,29-Apr-23,7,FALSE,"$580,000","$305,000"
2/22 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,106,1970,460,20-Jun-24,7,FALSE,"$490,000","$335,000"
3/16 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,86,1970,455,24-Jan-23,7,FALSE,"$490,000","$350,000"
6/53 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,88,1970,450,30-Sep-24,5,FALSE,"$430,000","$300,000"
4/141 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,112,1990,450,30-Mar-23,7,FALSE,"$570,000","$340,000"
2/145B CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,64,1970,450,19-Jun-24,7,FALSE,"$425,000","$350,000"
3/145B CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,63,1970,450,31-Oct-23,7,FALSE,"$445,000","$350,000"
1/153 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,54,1975,450,29-Oct-24,7,FALSE,"$410,000","$245,000"
2/48 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,101,1980,450,16-Feb-23,7,FALSE,"$500,000","$305,000"
11B LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8011,4,2,2,174,156,2010,450,14-Nov-23,7,FALSE,"$690,000","$295,000"
1/12 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,-,112,1985,450,8-Jan-24,20,FALSE,"$580,000","$335,000"
2/38 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,69,1970,450,10-Oct-24,7,FALSE,"$470,000","$325,000"
2/69A MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,80,1960,450,27-Feb-23,7,FALSE,"$420,000","$280,000"
4/69A MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,80,1960,450,27-Feb-23,7,FALSE,"$420,000","$280,000"
1/6 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8011,1,1,1,105,55,2020,450,24-Apr-24,8,FALSE,"$455,000","$215,000"
3/8 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8011,1,1,-,62,56,2020,450,6-Jan-23,7,FALSE,"$455,000","$200,000"
1 SETON STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,615,81,1940,450,22-Mar-23,7,FALSE,"$820,000","$680,000"
3/104 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,72,1970,449,18-Aug-23,7,FALSE,"$450,000","$315,000"
18 KENILWORTH STREET ,"ADDINGTON, CHRISTCHURCH",8024,2,1,-,215,70,1910,445,23-Oct-24,30,FALSE,"$360,000","$200,000"
3/41 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,120,1960,445,10-Mar-23,7,FALSE,"$710,000","$620,000"
5/2 LEAMINGTON STREET ,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,100,1990,440,9-Dec-22,7,FALSE,"$530,000","$230,000"
2/145A CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,71,1980,440,13-Sep-23,7,FALSE,"$460,000","$290,000"
145B CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,90,1990,440,27-Jun-23,7,FALSE,"$520,000","$325,000"
2A DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,1,1,1,71,52,2021,440,18-Sep-23,7,FALSE,"$550,000","$270,000"
3/15A HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,60,1960,440,26-Oct-23,7,FALSE,"$590,000","$370,000"
33L PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,71,1990,440,2-May-24,7,FALSE,"$455,000","$265,000"
5/30 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,90,1990,440,24-Aug-23,7,FALSE,"$420,000","$255,000"
3/13 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,95,1980,435,15-Sep-23,7,FALSE,"$510,000","$325,000"
2/7 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,106,1980,435,9-Mar-23,7,FALSE,"$590,000","$325,000"
4/14 BURDALE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,57,1970,430,2-Feb-23,7,FALSE,"$445,000","$305,000"
6/153 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,54,1970,430,20-Mar-23,7,FALSE,"$425,000","$265,000"
10 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,2,486,130,1960,430,2-Apr-24,43,FALSE,"$1,200,000","$1,170,000"
2/11 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,110,1970,430,22-Oct-24,7,FALSE,"$425,000","$325,000"
3/32 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,69,1970,430,11-May-23,7,FALSE,"$445,000","$305,000"
6/35 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,108,1970,430,16-Nov-23,7,FALSE,"$475,000","$245,000"
2/10 STRAVEN ROAD ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,70,1960,425,4-Oct-24,7,FALSE,"$520,000","$295,000"
2/53 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,88,1970,420,25-Oct-24,30,FALSE,"$425,000","$280,000"
2/61 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,60,1970,420,5-Jul-23,7,FALSE,"$375,000","$280,000"
3/5 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,-,-,58,1975,420,14-Apr-24,7,FALSE,"$375,000","$265,000"
1/48 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,102,1980,420,25-Sep-24,7,FALSE,"$530,000","$335,000"
2/6 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,68,1970,410,18-Dec-23,7,FALSE,"$440,000","$335,000"
1/21 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1960,410,3-Nov-23,7,FALSE,"$530,000","$380,000"
3/53 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,88,1970,400,23-May-24,7,FALSE,"$430,000","$280,000"
1/34 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,105,1970,400,15-Oct-23,7,FALSE,"$520,000","$370,000"
2/66 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,81,1960,395,9-Sep-23,7,FALSE,"$485,000","$305,000"
2/25 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,1,1,1,-,57,1970,395,15-Sep-23,7,FALSE,"$410,000","$245,000"
