Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Percentage_Diff,Quarterly Period
28 MAIN ROAD ,"MOUNT PLEASANT, CHRISTCHURCH",8081,4,2,3.0,759.0,285.0,1930.0,790.0,2023-12-08,7.0,False,1210000,1.8315018315018317,2023Q4
101 PAGES ROAD ,"WAINONI, CHRISTCHURCH",8061,4,1,1.0,385.0,120.0,1940.0,650.0,2023-12-08,7.0,False,530000,5.303030303030303,2023Q4
30 FAIRFORD STREET ,"BISHOPDALE, CHRISTCHURCH",8053,3,1,1.0,460.0,119.0,1960.0,600.0,2023-12-08,7.0,False,630000,-3.225806451612903,2023Q4
15 ALTHORP PLACE ,"AVONHEAD, CHRISTCHURCH",8042,3,2,2.0,620.0,160.0,1990.0,630.0,2023-12-08,7.0,False,830000,1.6129032258064515,2023Q4
1/58 HUXLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,2.0,508.0,158.0,2000.0,470.0,2023-12-08,15.0,False,670000,1.4354066985645932,2023Q4
47A BELLINGHAM PLACE ,"AVONHEAD, CHRISTCHURCH",8042,3,1,2.0,918.0,120.0,1980.0,575.0,2023-12-08,7.0,False,750000,-3.225806451612903,2023Q4
122 BOWER AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2.0,567.0,100.0,1970.0,570.0,2023-12-08,15.0,False,520000,-5.737704918032787,2023Q4
1/83 ROBERTA DRIVE,"SOMERFIELD, CHRISTCHURCH",8024,2,1,1.0,508.0,80.0,1960.0,485.0,2023-12-08,7.0,False,500000,-7.177033492822966,2023Q4
10 REDRUTH AVENUE ,"SPREYDON, CHRISTCHURCH",8024,3,1,1.0,647.0,120.0,1910.0,600.0,2023-12-08,7.0,False,650000,-4.166666666666666,2023Q4
1/529 CASHEL STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,183.0,60.0,2019.0,430.0,2023-12-08,40.0,False,475000,-10.047846889952153,2023Q4
4/37 MAXWELL STREET,"RICCARTON, CHRISTCHURCH",8041,2,2,1.0,122.0,86.0,2023.0,600.0,2023-12-08,7.0,False,700000,-8.49056603773585,2023Q4
1/20 APOLLO PLACE,"PAPANUI, CHRISTCHURCH",8052,2,1,1.0,508.0,120.0,1970.0,465.0,2023-12-08,15.0,False,470000,-12.264150943396226,2023Q4
205A MATSONS AVENUE ,"PAPANUI, CHRISTCHURCH",8053,3,1,1.0,890.0,130.0,1960.0,595.0,2023-12-09,15.0,False,580000,-0.8333333333333334,2023Q4
6/550 BARBADOES STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,86.0,78.0,2020.0,510.0,2023-12-09,7.0,False,600000,-3.7735849056603774,2023Q4
2/27 THORRINGTON ROAD,"CASHMERE, CHRISTCHURCH",8022,2,1,1.0,508.0,120.0,1970.0,490.0,2023-12-09,7.0,False,590000,-5.769230769230769,2023Q4
71 SLATER STREET ,"RICHMOND, CHRISTCHURCH",8013,3,1,1.0,984.0,140.0,1910.0,425.0,2023-12-09,7.0,False,710000,-0.8333333333333334,2023Q4
51 MERSEY STREET ,"ST ALBANS, CHRISTCHURCH",8014,4,1,1.0,736.0,141.0,1920.0,550.0,2023-12-09,39.0,False,900000,-1.5151515151515151,2023Q4
2/51 PARKLANDS DRIVE ,"HUNTSBURY, CHRISTCHURCH",8022,3,1,2.0,508.0,180.0,1970.0,650.0,2023-12-09,15.0,False,600000,-0.8333333333333334,2023Q4
2/85 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,3,1.0,174.0,140.0,2021.0,800.0,2023-12-09,15.0,False,760000,8.333333333333332,2023Q4
323A WORSLEYS ROAD ,"CRACROFT, CHRISTCHURCH",8022,3,2,2.0,508.0,121.0,2021.0,520.0,2023-12-09,15.0,False,1000000,8.333333333333332,2023Q4
2/22 BROWNING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1.0,508.0,70.0,1975.0,420.0,2023-12-10,13.0,False,375000,-2.0,2023Q4
3 FREEBAIRN STREET ,"REDWOOD, CHRISTCHURCH",8051,3,1,2.0,607.0,122.0,1960.0,570.0,2023-12-10,15.0,False,630000,-4.602510460251046,2023Q4
3/33 THERESE STREET,"SPREYDON, CHRISTCHURCH",8024,2,1,2.0,508.0,130.0,1990.0,500.0,2023-12-10,10.0,False,600000,-1.0101010101010102,2023Q4
3/272 STANMORE ROAD,"RICHMOND, CHRISTCHURCH",8013,2,1,1.0,508.0,94.0,2000.0,499.0,2023-12-10,32.0,False,230000,0.910010111223458,2023Q4
9 WILMOT STREET ,"NORTHCOTE, CHRISTCHURCH",8052,3,1,2.0,508.0,110.0,1950.0,580.0,2023-12-10,25.0,False,500000,-2.9787234042553195,2023Q4
314 FERRY ROAD ,"WALTHAM, CHRISTCHURCH",8011,3,1,1.0,830.0,114.0,1905.0,599.0,2023-12-10,57.0,False,585000,-1.276595744680851,2023Q4
30 CORFE STREET ,"ILAM, CHRISTCHURCH",8041,4,2,2.0,700.0,210.0,1980.0,750.0,2023-12-11,7.0,False,820000,-4.761904761904762,2023Q4
30B TAKARO AVENUE ,"SOCKBURN, CHRISTCHURCH",8042,3,1,1.0,508.0,130.0,1990.0,595.0,2023-12-11,25.0,False,520000,1.276595744680851,2023Q4
2/25 GLENEAGLES TERRACE ,"ILAM, CHRISTCHURCH",8053,3,2,2.0,508.0,78.0,1960.0,700.0,2023-12-11,15.0,False,760000,0.6722689075630253,2023Q4
308 LAKE TERRACE ROAD ,"SHIRLEY, CHRISTCHURCH",8061,3,1,2.0,535.0,160.0,1990.0,575.0,2023-12-11,7.0,False,700000,0.0,2023Q4
3 NEWBURY LANE ,"CASEBROOK, CHRISTCHURCH",8051,4,2,2.0,417.0,160.0,2023.0,750.0,2023-12-11,7.0,False,930000,3.8062283737024223,2023Q4
2/41 HALLIWELL AVENUE ,"PAPANUI, CHRISTCHURCH",8052,3,1,2.0,508.0,167.0,2015.0,630.0,2023-12-11,7.0,False,730000,5.88235294117647,2023Q4
98 LEINSTER ROAD ,"MERIVALE, CHRISTCHURCH",8014,4,1,2.0,956.0,200.0,1920.0,750.0,2023-12-11,15.0,False,1530000,3.8062283737024223,2023Q4
26 ROOSEVELT AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,4,1,1.0,840.0,150.0,1935.0,850.0,2023-12-11,7.0,False,1090000,0.0,2023Q4
3/14 POULSON STREET ,"ADDINGTON, CHRISTCHURCH",8024,3,3,1.0,239.0,103.0,2024.0,700.0,2023-12-11,8.0,False,660000,5.527638190954774,2023Q4
33 MONTCLARE AVENUE ,"AVONHEAD, CHRISTCHURCH",8042,3,1,2.0,508.0,110.0,1975.0,625.0,2023-12-11,7.0,False,650000,2.941176470588235,2023Q4
88 CREYKE ROAD ,"ILAM, CHRISTCHURCH",8041,6,2,2.0,327.0,208.0,2016.0,575.0,2023-12-11,7.0,False,1250000,61.97183098591549,2023Q4
8 AMBLESIDE DRIVE ,"BURNSIDE, CHRISTCHURCH",8053,3,1,1.0,663.0,130.0,1960.0,650.0,2023-12-11,15.0,False,770000,6.209150326797386,2023Q4
34 WESTGROVE AVENUE ,"AVONHEAD, CHRISTCHURCH",8042,3,1,2.0,536.0,130.0,1980.0,640.0,2023-12-11,12.0,False,720000,4.57516339869281,2023Q4
1/7 BOLTON AVENUE ,"SPREYDON, CHRISTCHURCH",8024,3,2,1.0,179.0,133.0,2018.0,625.0,2023-12-11,15.0,False,770000,2.4,2023Q4
113C CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1.0,178.0,120.0,2005.0,610.0,2023-12-11,56.0,False,640000,0.0,2023Q4
3/113 BURKE STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,2,1.0,154.0,100.0,2022.0,650.0,2023-12-11,7.0,False,760000,-0.398406374501992,2023Q4
1/44 CENTAURUS ROAD ,"CASHMERE, CHRISTCHURCH",8022,3,2,5.0,789.0,270.0,1980.0,680.0,2023-12-11,5.0,False,650000,2.3622047244094486,2023Q4
5 WAYSIDE AVENUE ,"BURNSIDE, CHRISTCHURCH",8053,3,1,1.0,630.0,110.0,1950.0,560.0,2023-12-11,7.0,False,680000,2.3622047244094486,2023Q4
1/3 JAMES CONDON PLACE ,"REDWOOD, CHRISTCHURCH",8051,3,1,1.0,508.0,100.0,1975.0,525.0,2023-12-11,19.0,False,510000,-10.756972111553784,2023Q4
54 SEVERN STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,1,2.0,749.0,143.0,1930.0,680.0,2023-12-11,7.0,False,1090000,-11.811023622047244,2023Q4
132A SOUTHAMPTON STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,2,1.0,185.0,124.0,2018.0,650.0,2023-12-11,7.0,False,770000,0.7751937984496124,2023Q4
287A RICCARTON ROAD ,"UPPER RICCARTON, CHRISTCHURCH",8041,5,5,5.0,576.0,197.0,2000.0,250.0,2023-12-11,7.0,False,1030000,0.0,2023Q4
31 SUGDEN STREET ,"SPREYDON, CHRISTCHURCH",8024,3,1,1.0,400.0,124.0,1955.0,590.0,2023-12-11,7.0,False,620000,2.766798418972332,2023Q4
35 KINLEYS LANE,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,70.0,1970.0,445.0,2023-12-11,14.0,False,465000,2.358974358974359,2023Q4
10 CAITHNESS STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1.0,556.0,101.0,1970.0,595.0,2023-12-11,7.0,False,540000,-5.928853754940711,2023Q4
2/20 ESPLANADE,"SUMNER, CHRISTCHURCH",8081,2,2,2.0,508.0,62.0,1990.0,600.0,2023-12-11,15.0,False,1170000,2.358974358974359,2023Q4
3/99 AIKMANS ROAD ,"MERIVALE, CHRISTCHURCH",8014,3,1,1.0,508.0,146.0,1970.0,850.0,2023-12-11,61.0,False,900000,-5.928853754940711,2023Q4
104 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,3,2.0,506.0,147.0,2015.0,575.0,2023-12-11,120.0,False,740000,3.8062283737024223,2023Q4
56 BARBOUR STREET ,"WALTHAM, CHRISTCHURCH",8011,3,1,2.0,202.0,145.0,2000.0,550.0,2023-12-12,7.0,False,595000,-3.643724696356275,2023Q4
1/155 YALDHURST ROAD ,"SOCKBURN, CHRISTCHURCH",8042,4,1,2.0,508.0,141.0,1940.0,720.0,2023-12-12,7.0,False,560000,-2.0408163265306123,2023Q4
2/268 WESTMINSTER STREET,"MAIREHAU, CHRISTCHURCH",8013,2,1,1.0,508.0,110.0,1975.0,480.0,2023-12-12,7.0,False,425000,-1.5384615384615385,2023Q4
2/18 CLIVE STREET,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,2,1.0,508.0,77.0,2022.0,495.0,2023-12-12,15.0,False,485000,0.5076142131979695,2023Q4
11 IAN PLACE ,"BISHOPDALE, CHRISTCHURCH",8053,3,1,1.0,535.0,108.0,1970.0,580.0,2023-12-12,7.0,False,730000,-3.7344398340248963,2023Q4
208D RACECOURSE ROAD ,"SOCKBURN, CHRISTCHURCH",8042,3,2,2.0,486.0,166.0,2018.0,630.0,2023-12-12,7.0,False,720000,-5.3061224489795915,2023Q4
12A MANUEL PLACE,"BISHOPDALE, CHRISTCHURCH",8053,2,1,1.0,508.0,100.0,1970.0,505.0,2023-12-12,9.0,False,495000,-0.4024144869215292,2023Q4
163D HALSWELL JUNCTION ROAD ,"HALSWELL, CHRISTCHURCH",8025,3,1,1.0,385.0,120.0,1980.0,680.0,2023-12-12,7.0,False,43000,2.857142857142857,2023Q4
89 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,1,1.0,450.0,90.0,1960.0,555.0,2023-12-12,7.0,False,670000,6.329113924050633,2023Q4
85 CREYKE ROAD ,"ILAM, CHRISTCHURCH",8041,3,1,1.0,395.0,100.0,1950.0,575.0,2023-12-12,15.0,False,700000,-2.9535864978902953,2023Q4
1/12 TONGA PLACE ,"RICCARTON, CHRISTCHURCH",8041,3,2,1.0,83.0,97.0,2023.0,600.0,2023-12-12,62.0,False,730000,-3.765690376569038,2023Q4
6/8B HUIA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1.0,121.0,96.0,2023.0,640.0,2023-12-12,8.0,False,680000,0.41841004184100417,2023Q4
6/11 BUNYAN STREET ,"WALTHAM, CHRISTCHURCH",8023,3,3,1.0,110.0,110.0,2023.0,690.0,2023-12-12,8.0,False,740000,7.112970711297072,2023Q4
3/443 HEREFORD STREET,"LINWOOD, CHRISTCHURCH",8011,2,2,2.0,81.0,108.0,2000.0,520.0,2023-12-12,6.0,False,500000,1.6096579476861168,2023Q4
10/6 SKIBBEREEN DRIVE ,"HALSWELL, CHRISTCHURCH",8025,3,3,1.0,139.0,121.0,2023.0,650.0,2023-12-12,15.0,False,720000,5.691056910569105,2023Q4
42 TABART STREET ,"WOOLSTON, CHRISTCHURCH",8023,3,1,1.0,574.0,130.0,1940.0,465.0,2023-12-12,7.0,False,580000,5.691056910569105,2023Q4
2/58 HOUNSLOW STREET ,"ILAM, CHRISTCHURCH",8041,3,1,2.0,508.0,100.0,1970.0,520.0,2023-12-12,7.0,False,530000,-11.864406779661017,2023Q4
28 PURCHAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,1,1.0,480.0,112.0,1910.0,600.0,2023-12-12,7.0,False,700000,-13.333333333333334,2023Q4
1/11 BUNYAN STREET,"WALTHAM, CHRISTCHURCH",8023,2,2,1.0,135.0,75.0,2023.0,550.0,2023-12-12,65.0,False,650000,4.1041041041041035,2023Q4
6/287 MAIN ROAD SOUTH,"HORNBY, CHRISTCHURCH",8042,2,1,1.0,508.0,60.0,1970.0,395.0,2023-12-12,7.0,False,385000,4.627766599597585,2023Q4
2/55 GARREG ROAD,"BRYNDWR, CHRISTCHURCH",8052,2,1,1.0,508.0,110.0,1970.0,500.0,2023-12-13,15.0,False,570000,0.10010010010010009,2023Q4
21 DINTON STREET ,"RUSSLEY, CHRISTCHURCH",8042,3,1,2.0,607.0,93.0,1950.0,580.0,2023-12-13,7.0,False,660000,-3.3333333333333335,2023Q4
2/76 TENNYSON STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,1,2.0,508.0,120.0,1990.0,565.0,2023-12-13,11.0,False,660000,-1.694915254237288,2023Q4
8 COLLIER DRIVE ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,500.0,187.0,2021.0,690.0,2023-12-13,7.0,False,910000,-1.694915254237288,2023Q4
342 HALSWELL JUNCTION ROAD ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,634.0,212.0,2020.0,800.0,2023-12-13,7.0,False,1010000,-2.0408163265306123,2023Q4
14 MELISSA PLACE ,"BURNSIDE, CHRISTCHURCH",8042,3,2,2.0,540.0,154.0,1980.0,750.0,2023-12-13,7.0,False,880000,15.0,2023Q4
364 WAIRAKEI ROAD ,"BURNSIDE, CHRISTCHURCH",8053,3,2,3.0,809.0,132.0,1950.0,380.0,2023-12-13,7.0,False,670000,15.0,2023Q4
2/31 KILMARNOCK STREET,"RICCARTON, CHRISTCHURCH",8011,2,1,1.0,508.0,90.0,1960.0,510.0,2023-12-13,7.0,False,570000,0.0,2023Q4
4/71 BORDESLEY STREET ,"PHILLIPSTOWN, CHRISTCHURCH",8011,3,1,1.0,508.0,70.0,1975.0,480.0,2023-12-13,3.0,False,290000,-18.64406779661017,2023Q4
120 WATFORD STREET ,"STROWAN, CHRISTCHURCH",8052,4,1,2.0,716.0,138.0,1950.0,760.0,2023-12-13,7.0,False,1070000,1.3333333333333335,2023Q4
57 BARRINGTON STREET ,"SOMERFIELD, CHRISTCHURCH",8024,3,2,2.0,607.0,120.0,1945.0,480.0,2023-12-13,8.0,False,690000,-16.157205240174672,2023Q4
162A SPRINGS ROAD ,"HORNBY, CHRISTCHURCH",8042,3,1,1.0,508.0,120.0,1950.0,510.0,2023-12-13,8.0,False,540000,-11.52073732718894,2023Q4
2/500 GLOUCESTER STREET,"LINWOOD, CHRISTCHURCH",8011,2,2,1.0,506.0,90.0,1915.0,300.0,2023-12-13,7.0,False,470000,0.10010010010010009,2023Q4
99 REYNOLDS AVENUE ,"BISHOPDALE, CHRISTCHURCH",8053,3,1,1.0,614.0,110.0,1970.0,640.0,2023-12-13,7.0,False,590000,-5.990783410138248,2023Q4
6 ALBION LANE ,"HILLMORTON, CHRISTCHURCH",8024,3,1,1.0,198.0,179.0,2000.0,695.0,2023-12-13,7.0,False,730000,11.790393013100436,2023Q4
27 HORSESHOE LAKE ROAD ,"SHIRLEY, CHRISTCHURCH",8061,4,1,2.0,607.0,150.0,1970.0,750.0,2023-12-14,17.0,False,780000,1.3333333333333335,2023Q4
4 GODFREY PLACE ,"ILAM, CHRISTCHURCH",8041,4,3,2.0,665.0,250.0,1980.0,575.0,2023-12-14,31.0,False,1020000,0.0,2023Q4
1/28 FREDERICK STREET,"WALTHAM, CHRISTCHURCH",8011,2,2,1.0,118.0,71.0,2023.0,500.0,2023-12-14,21.0,False,580000,0.0,2023Q4
6 GROWERS LANE ,"WOOLSTON, CHRISTCHURCH",8023,3,2,1.0,450.0,157.0,2018.0,580.0,2023-12-14,7.0,False,715000,10.344827586206897,2023Q4
29/294 MAIREHAU ROAD,"BURWOOD, CHRISTCHURCH",8083,2,1,1.0,508.0,105.0,2000.0,485.0,2023-12-14,7.0,False,580000,-3.0,2023Q4
87 MEMORIAL AVENUE ,"ILAM, CHRISTCHURCH",8053,3,1,2.0,622.0,153.0,1960.0,850.0,2023-12-14,7.0,False,950000,19.82758620689655,2023Q4
4/27 BUFFON STREET,"WALTHAM, CHRISTCHURCH",8023,2,1,1.0,508.0,70.0,1975.0,430.0,2023-12-14,7.0,False,415000,-2.512562814070352,2023Q4
2/238 MILTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1.0,508.0,60.0,1975.0,390.0,2023-12-14,7.0,False,345000,-13.5678391959799,2023Q4
6 TULIP LANE ,"SPREYDON, CHRISTCHURCH",8024,3,1,2.0,382.0,140.0,1990.0,610.0,2023-12-14,7.0,False,640000,2.5210084033613445,2023Q4
3/65 BORDESLEY STREET ,"PHILLIPSTOWN, CHRISTCHURCH",8011,5,3,3.0,607.0,240.0,1985.0,400.0,2023-12-14,22.0,False,740000,-30.434782608695656,2023Q4
3/128 EDINBURGH STREET,"SPREYDON, CHRISTCHURCH",8024,2,2,1.0,76.0,73.0,2023.0,520.0,2023-12-14,27.0,False,550000,-14.000000000000002,2023Q4
4/58 LINWOOD AVENUE ,"LINWOOD, CHRISTCHURCH",8011,3,2,1.0,192.0,103.0,2024.0,600.0,2023-12-14,22.0,False,640000,0.8264462809917356,2023Q4
182 WAIMAIRI ROAD ,"ILAM, CHRISTCHURCH",8041,3,1,2.0,501.0,113.0,1980.0,760.0,2023-12-14,28.0,False,710000,0.8264462809917356,2023Q4
2/78 BLETSOE AVENUE,"SPREYDON, CHRISTCHURCH",8024,2,2,1.0,142.0,91.0,2020.0,550.0,2023-12-14,7.0,False,550000,4.0,2023Q4
18 NAIRN STREET ,"SPREYDON, CHRISTCHURCH",8024,3,1,1.0,835.0,130.0,1930.0,750.0,2023-12-14,7.0,False,720000,23.96694214876033,2023Q4
2/75 GERALDINE STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,508.0,56.0,2016.0,495.0,2023-12-14,10.0,False,450000,4.522613065326634,2023Q4
2/40 SARABANDE AVENUE ,"REDWOOD, CHRISTCHURCH",8051,3,1,1.0,508.0,110.0,1980.0,550.0,2023-12-14,25.0,False,485000,23.96694214876033,2023Q4
22/6 SKIBBEREEN DRIVE ,"HALSWELL, CHRISTCHURCH",8025,3,3,1.0,127.0,126.0,2023.0,640.0,2023-12-14,43.0,False,730000,2.4,2023Q4
21 MEYER CRESCENT ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,549.0,194.0,2015.0,550.0,2023-12-14,7.0,False,900000,-23.333333333333332,2023Q4
23A RANDOLPH STREET ,"WOOLSTON, CHRISTCHURCH",8062,3,1,1.0,315.0,101.0,2014.0,560.0,2023-12-14,7.0,False,550000,-10.4,2023Q4
4/39 SOUTHEY STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,3,1.0,195.0,125.0,2017.0,650.0,2023-12-14,7.0,False,670000,0.0,2023Q4
209B CRANFORD STREET,"ST ALBANS, CHRISTCHURCH",8014,2,2,1.0,67.0,80.0,2022.0,580.0,2023-12-14,7.0,False,600000,10.552763819095476,2023Q4
1/40 SARABANDE AVENUE ,"REDWOOD, CHRISTCHURCH",8051,4,1,2.0,627.0,220.0,1980.0,550.0,2023-12-14,25.0,False,650000,-26.666666666666668,2023Q4
20/6 SKIBBEREEN DRIVE,"HALSWELL, CHRISTCHURCH",8025,2,1,1.0,77.0,91.0,2023.0,559.0,2023-12-14,29.0,False,630000,11.799999999999999,2023Q4
8A HOLMWOOD ROAD ,"MERIVALE, CHRISTCHURCH",8014,3,2,2.0,508.0,146.0,2017.0,680.0,2023-12-15,7.0,False,1000000,0.7751937984496124,2023Q4
125 QUINNS ROAD ,"SHIRLEY, CHRISTCHURCH",8013,3,1,2.0,508.0,150.0,1990.0,550.0,2023-12-15,7.0,False,550000,4.0,2023Q4
2/26 HANRAHAN STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1.0,508.0,100.0,1970.0,480.0,2023-12-15,7.0,False,465000,12.361809045226131,2023Q4
32 SELFE CRESCENT ,"BURWOOD, CHRISTCHURCH",8083,3,2,2.0,408.0,152.0,2022.0,750.0,2023-12-15,7.0,False,860000,5.426356589147287,2023Q4
2/26 SHERBORNE STREET,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,60.0,1985.0,440.0,2023-12-15,7.0,False,540000,-2.0408163265306123,2023Q4
84A WAINUI STREET,"RICCARTON, CHRISTCHURCH",8041,2,1,1.0,312.0,77.0,1950.0,395.0,2023-12-15,7.0,False,445000,-10.204081632653061,2023Q4
8/9A MARONAN STREET ,"WOOLSTON, CHRISTCHURCH",8023,3,2,1.0,135.0,99.0,2023.0,600.0,2023-12-15,8.0,False,600000,-4.0,2023Q4
3/43 WALTHAM ROAD ,"SYDENHAM, CHRISTCHURCH",8023,3,2,1.0,226.0,106.0,2013.0,520.0,2023-12-15,8.0,False,610000,-3.225806451612903,2023Q4
148 STRAVEN ROAD,"FENDALTON, CHRISTCHURCH",8014,2,2,2.0,506.0,230.0,1970.0,650.0,2023-12-15,7.0,False,650000,-10.204081632653061,2023Q4
5/45 HEYWOOD TERRACE,"RICHMOND, CHRISTCHURCH",8013,2,2,1.0,114.0,82.0,2019.0,500.0,2023-12-15,46.0,False,600000,0.5025125628140703,2023Q4
3/10 REX STREET,"RICCARTON, CHRISTCHURCH",8041,2,1,1.0,508.0,80.0,2016.0,520.0,2023-12-15,43.0,False,640000,1.9607843137254901,2023Q4
2/14 CROHANE PLACE,"ADDINGTON, CHRISTCHURCH",8024,2,2,1.0,142.0,76.0,2023.0,530.0,2023-12-15,8.0,False,620000,0.0,2023Q4
5/26 MONA VALE AVENUE,"RICCARTON, CHRISTCHURCH",8011,2,1,1.0,508.0,80.0,1970.0,550.0,2023-12-15,7.0,False,540000,0.9523809523809524,2023Q4
2/18 REMBRANDT PLACE,"BURNSIDE, CHRISTCHURCH",8053,2,1,2.0,508.0,100.0,1980.0,600.0,2023-12-15,7.0,False,630000,4.761904761904762,2023Q4
12 GATONBY PLACE ,"AVONHEAD, CHRISTCHURCH",8042,4,1,2.0,710.0,180.0,1980.0,850.0,2023-12-15,7.0,False,750000,-26.666666666666668,2023Q4
157A HAMILTON AVENUE ,"ILAM, CHRISTCHURCH",8041,4,1,2.0,508.0,187.0,1950.0,725.0,2023-12-15,94.0,False,1090000,-1.694915254237288,2023Q4
56 WYCOLA AVENUE ,"HEI HEI, CHRISTCHURCH",8042,3,1,1.0,708.0,90.0,1950.0,540.0,2023-12-16,22.0,False,520000,-12.903225806451612,2023Q4
10 SILVESTER STREET ,"WOOLSTON, CHRISTCHURCH",8023,3,1,1.0,764.0,113.0,1920.0,570.0,2023-12-17,7.0,False,785000,-7.6923076923076925,2023Q4
8 ERIN CRESCENT ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1.0,607.0,104.0,1960.0,590.0,2023-12-17,18.0,False,570000,-1.7241379310344827,2023Q4
5/128 EDINBURGH STREET,"SPREYDON, CHRISTCHURCH",8024,2,2,1.0,88.0,73.0,2023.0,520.0,2023-12-17,27.0,False,550000,4.761904761904762,2023Q4
4/407 HEREFORD STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,178.0,69.0,2020.0,520.0,2023-12-17,7.0,False,500000,0.0,2023Q4
5 SONGPA STREET ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,439.0,166.0,2023.0,730.0,2023-12-17,17.0,False,860000,-0.8403361344537815,2023Q4
4 OAKFIELD STREET ,"BURNSIDE, CHRISTCHURCH",8053,5,2,2.0,731.0,310.0,1960.0,575.0,2023-12-17,24.0,False,960000,-30.434782608695656,2023Q4
3/100 HASTINGS STREET WEST ,"SYDENHAM, CHRISTCHURCH",8023,3,1,2.0,508.0,128.0,2010.0,585.0,2023-12-17,7.0,False,610000,0.425531914893617,2023Q4
24 LONGMUIR STREET ,"ILAM, CHRISTCHURCH",8041,4,2,2.0,799.0,150.0,1960.0,875.0,2023-12-17,7.0,False,850000,15.254237288135593,2023Q4
19/6 SKIBBEREEN DRIVE,"HALSWELL, CHRISTCHURCH",8025,2,1,1.0,77.0,91.0,2023.0,550.0,2023-12-18,34.0,False,630000,0.0,2023Q4
29 GLOVERS ROAD ,"HALSWELL, CHRISTCHURCH",8025,3,1,2.0,508.0,114.0,1950.0,620.0,2023-12-18,28.0,False,600000,4.201680672268908,2023Q4
3/8 TONGA PLACE ,"RICCARTON, CHRISTCHURCH",8041,3,2,1.0,94.0,93.0,2023.0,635.0,2023-12-18,15.0,False,720000,4.201680672268908,2023Q4
2/9A MARONAN STREET,"WOOLSTON, CHRISTCHURCH",8023,2,2,1.0,86.0,73.0,2023.0,499.0,2023-12-18,12.0,False,555000,0.0,2023Q4
1/72 WAINUI STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2.0,508.0,160.0,1990.0,640.0,2023-12-18,7.0,False,660000,6.722689075630252,2023Q4
2/339A AVONHEAD ROAD,"AVONHEAD, CHRISTCHURCH",8042,2,1,1.0,508.0,87.0,1960.0,480.0,2023-12-18,7.0,False,530000,-4.038461538461538,2023Q4
10A ALEXANDRA STREET ,"RICHMOND, CHRISTCHURCH",8013,3,2,1.0,207.0,121.0,2019.0,600.0,2023-12-18,7.0,False,600000,5.833333333333333,2023Q4
391 WAIRAKEI ROAD ,"BURNSIDE, CHRISTCHURCH",8053,3,1,1.0,653.0,91.0,1950.0,600.0,2023-12-18,7.0,False,650000,0.0,2023Q4
2/114 CRANFORD STREET,"ST ALBANS, CHRISTCHURCH",8014,2,2,1.0,169.0,121.0,2023.0,650.0,2023-12-18,22.0,False,720000,-4.9523809523809526,2023Q4
139 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3,1,1.0,473.0,80.0,1880.0,700.0,2023-12-18,808.0,False,770000,0.0,2023Q4
2/6 DIVISION STREET,"RICCARTON, CHRISTCHURCH",8041,2,1,1.0,508.0,68.0,1970.0,410.0,2023-12-18,7.0,False,440000,-7.6923076923076925,2023Q4
9/72 COBHAM STREET,"SPREYDON, CHRISTCHURCH",8024,2,2,1.0,104.0,71.0,2023.0,520.0,2023-12-18,36.0,False,560000,0.0,2023Q4
