Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value,Z_Last Rental Price,Z_Bath,Z_Car,Z_Land Size (sqm),Z_Floor Size (sqm),Z_Year Built,Z_Days on Market,Z_Capital Value
138 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,70.0,1975.0,525.0,2024-01-29,6,False,370000.0,260000.0,0.0,0.0,0.0,0.0,-0.44966666666666666,-1.6862499999999998,-674500000.0,-2.216214285714286
6/70 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,218.0,94.0,2019.0,525.0,2024-11-04,7,False,630000.0,215000.0,0.0,674500000.0,0.0,0.0,0.8993333333333333,0.43360714285714286,0.0,0.2890714285714286
48B BRISTOL STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,121.0,1970.0,525.0,2024-07-01,77,False,580000.0,365000.0,-1.68625,0.0,0.0,0.0,-0.43360714285714286,-1.01175,47214999999.99999,-1.2740555555555555
1/143 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,13.0,191.0,80.0,2022.0,525.0,2023-11-07,19,False,620000.0,240000.0,0.0,0.0,8093999999.999999,-18211500000.0,0.11241666666666666,0.5781428571428571,8093999999.999999,0.19271428571428573
3/171 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,75.0,2021.0,525.0,2024-06-25,8,False,600000.0,190000.0,0.0,0.0,0.0,0.0,-0.168625,0.5299642857142858,674500000.0,0.0
104 FORFAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,130.0,1910.0,525.0,2023-09-21,7,False,680000.0,350000.0,-1.68625,0.0,0.0,0.0,0.0,-3.03525,0.0,-0.5246111111111111
3/48 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,88.0,2016.0,525.0,2024-07-02,8,False,660000.0,255000.0,0.0,0.0,0.0,0.0,0.5620833333333334,0.28907142857142853,674500000.0,0.5781428571428572
29 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,2.0,711.0,95.0,1920.0,520.0,2023-10-02,7,False,660000.0,600000.0,-1.7537,0.0,674500000.0,5.938008928571429,-1.6862499999999998,-2.698,0.0,-0.6745
506D BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,1.0,127.0,122.0,2005.0,520.0,2024-11-26,26,False,610000.0,210000.0,-1.7537,0.0,0.0,-1.0960625,-0.3854285714285714,0.168625,12815500000.0,-1.0492222222222223
158F EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,2.0,218.0,130.0,1990.0,520.0,2023-09-27,9,False,280000.0,255000.0,-1.7537,0.0,674500000.0,0.0,0.0,-0.33725,1349000000.0,-3.522388888888889
5/21 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,136.0,72.0,2022.0,520.0,2023-12-07,36,False,640000.0,220000.0,-0.09635714285714286,0.0,0.0,-55308999999.99999,-0.33725,0.5781428571428571,19560500000.0,0.38542857142857145
1/24 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,198.0,73.0,2021.0,520.0,2023-08-15,7,False,660000.0,240000.0,-0.09635714285714286,674500000.0,0.0,-13490000000.0,-0.2810416666666667,0.5299642857142858,0.0,0.5781428571428572
1/82 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,218.0,113.0,2010.0,520.0,2024-12-27,38,True,550000.0,245000.0,-0.09635714285714286,674500000.0,0.0,0.0,1.9672916666666664,0.0,20909500000.0,-0.48178571428571426
3/18 ALBANY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,110.0,1970.0,520.0,2024-01-26,7,False,640000.0,430000.0,-0.09635714285714286,0.0,0.0,0.0,1.7986666666666666,-1.9271428571428573,0.0,0.38542857142857145
30 COLES PLACE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1990.0,520.0,2024-05-01,7,False,390000.0,220000.0,-0.09635714285714286,0.0,0.0,0.0,0.6745,-0.9635714285714286,0.0,-2.0235
101/165 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,1.0,218.0,48.0,2021.0,520.0,2024-11-25,686,False,540000.0,190000.0,2.2483333333333335,0.0,0.0,0.0,-0.9442999999999999,2.0684666666666667,457985500000.0,1.4052083333333334
1/168 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,130.0,1910.0,520.0,2023-10-20,15,False,660000.0,305000.0,-0.09635714285714286,0.0,0.0,0.0,2.922833333333333,-4.817857142857143,5396000000.0,0.5781428571428572
228 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,5.0,2,2.0,718.0,190.0,1930.0,520.0,2024-01-11,7,False,760000.0,540000.0,-0.022864406779661017,0.0,-0.6745,-0.23245480225988702,-0.6576375,-2.698,0.0,-0.5176395348837209
3/477 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,105.0,140.0,1990.0,520.0,2024-02-10,7,False,300000.0,265000.0,-1.7537,0.0,674500000.0,-1.3610446428571428,0.4817857142857143,-0.33725,0.0,-3.3725
2/611 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,101.0,61.0,1990.0,520.0,2024-12-27,21,True,490000.0,240000.0,-0.09635714285714286,0.0,0.0,-78916500000.0,-0.9555416666666666,-0.9635714285714286,9442999999.999998,-1.0599285714285713
3/123 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,75.0,78.0,2021.0,520.0,2024-12-10,73,True,600000.0,205000.0,-1.7537,674500000.0,0.0,-1.7223839285714286,-2.5052857142857143,0.708225,44516999999.99999,-1.1241666666666668
1/27 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,3.0,711.0,220.0,2000.0,519.0,2024-12-16,42,True,670000.0,305000.0,-1.76719,0.0,1349000000.0,5.938008928571429,4.336071428571429,0.0,23607499999.999996,-0.5995555555555555
5/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,110.0,68.0,2024.0,519.0,2024-08-01,8,False,620000.0,300000.0,-0.11562857142857141,0.0,0.0,-72846000000.0,-0.5620833333333334,0.6745,674500000.0,0.19271428571428573
2 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,536.0,83.0,1950.0,515.0,2024-10-14,18,False,630000.0,540000.0,-0.19271428571428573,0.0,0.0,214490999999.99997,0.2810416666666667,-2.8907142857142856,7419500000.0,0.2890714285714286
2/111 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,89.0,75.0,2022.0,515.0,2024-06-15,30,False,570000.0,230000.0,-0.19271428571428573,0.0,0.0,-87010499999.99998,-0.168625,0.5781428571428571,15513500000.0,-0.2890714285714286
3/111 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,92.0,75.0,2022.0,515.0,2024-10-28,40,False,580000.0,240000.0,-0.19271428571428573,0.0,0.0,-84986999999.99998,-0.168625,0.5781428571428571,22258499999.999996,-0.19271428571428573
116 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,508.0,164.0,2021.0,515.0,2023-10-13,8,False,1370000.0,530000.0,-1.40296,0.0,0.0,0.15994854586129753,0.0,0.8388012820512821,674500000.0,2.1134333333333335
6/550 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,86.0,78.0,2020.0,510.0,2023-12-09,7,False,600000.0,210000.0,-0.2890714285714286,0.0,0.0,-89033999999.99998,0.0,0.4817857142857143,0.0,0.0
C2/101 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,218.0,66.0,2010.0,510.0,2024-04-03,16,False,415000.0,175000.0,-0.2890714285714286,0.0,674500000.0,0.0,-0.6745,0.0,6070500000.0,-1.7826071428571428
1036B COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,61.0,2014.0,510.0,2024-06-01,7,False,520000.0,200000.0,-0.2890714285714286,0.0,0.0,0.0,-0.9555416666666666,0.1927142857142857,0.0,-0.7708571428571429
1036D COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,61.0,2014.0,510.0,2024-01-10,7,False,520000.0,200000.0,-0.2890714285714286,0.0,0.0,0.0,-0.9555416666666666,0.1927142857142857,0.0,-0.7708571428571429
1/123 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,76.0,77.0,2021.0,510.0,2024-02-07,7,False,600000.0,205000.0,-1.8885999999999998,674500000.0,0.0,-1.7103392857142856,-2.5534642857142855,0.708225,0.0,-1.1241666666666668
5 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,2.0,218.0,84.0,2016.0,500.0,2023-10-03,7,False,610000.0,180000.0,-0.4817857142857143,0.0,674500000.0,0.0,0.33725,0.28907142857142853,0.0,0.09635714285714286
1/501 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,70.0,1975.0,500.0,2024-08-15,7,False,400000.0,285000.0,-0.4817857142857143,0.0,0.0,0.0,-0.44966666666666666,-1.6862499999999998,0.0,-1.927142857142857
1/550 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,122.0,78.0,2020.0,500.0,2023-12-05,22,False,610000.0,230000.0,-0.4817857142857143,0.0,0.0,-64751999999.99999,0.0,0.4817857142857143,10117500000.0,0.09635714285714286
4/550 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,86.0,78.0,2020.0,500.0,2024-05-28,7,False,600000.0,210000.0,-0.4817857142857143,0.0,0.0,-89033999999.99998,0.0,0.4817857142857143,0.0,0.0
2/159 EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,69.0,2017.0,500.0,2024-09-03,7,False,560000.0,170000.0,-0.4817857142857143,0.0,0.0,0.0,-0.505875,0.33725,0.0,-0.38542857142857145
2/160 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,73.0,2018.0,500.0,2024-06-11,22,False,570000.0,180000.0,-0.4817857142857143,0.0,0.0,0.0,-0.2810416666666667,0.3854285714285714,10117500000.0,-0.2890714285714286
117A PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,2.0,280.0,113.0,2000.0,500.0,2024-06-11,7,False,640000.0,390000.0,-0.4817857142857143,0.0,674500000.0,41819000000.0,1.9672916666666664,-0.4817857142857143,0.0,0.38542857142857145
2/130 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,1.0,218.0,117.0,2010.0,500.0,2024-08-13,7,False,600000.0,210000.0,-2.0235,0.0,0.0,0.0,-0.6263214285714286,0.33725,0.0,-1.1241666666666668
2 SQUIRE STREET ,"MAIREHAU, CHRISTCHURCH",8013,4.0,2,1.0,218.0,120.0,1975.0,500.0,2024-11-20,7,False,440000.0,290000.0,-1.4838999999999998,0.0,-674500000.0,-0.7152416107382551,-1.18712,0.043237179487179485,0.0,-2.0684666666666667
111 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,1.0,524.0,140.0,1905.0,500.0,2024-01-25,7,False,810000.0,660000.0,-1.4838999999999998,0.0,-674500000.0,0.20823489932885908,-0.64752,-1.1674038461538463,0.0,-0.4047
3/2 CANON STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1985.0,500.0,2024-06-18,7,False,490000.0,370000.0,-0.4817857142857143,0.0,0.0,0.0,0.6745,-1.2044642857142858,0.0,-1.0599285714285713
76B CANON STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,165.0,91.0,2005.0,500.0,2023-10-17,7,False,530000.0,280000.0,-0.4817857142857143,0.0,0.0,-35748500000.0,0.7307083333333333,-0.24089285714285716,0.0,-0.6745
1036E COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,61.0,2014.0,500.0,2024-02-19,7,False,520000.0,200000.0,-0.4817857142857143,0.0,0.0,0.0,-0.9555416666666666,0.1927142857142857,0.0,-0.7708571428571429
1036G COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,61.0,2014.0,500.0,2024-02-13,7,False,520000.0,200000.0,-0.4817857142857143,0.0,0.0,0.0,-0.9555416666666666,0.1927142857142857,0.0,-0.7708571428571429
2/27 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,90.0,2016.0,500.0,2023-11-09,7,False,660000.0,240000.0,-2.0235,0.0,674500000.0,0.0,-1.9271428571428573,0.5396,0.0,-0.6745
10/27 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1970.0,500.0,2024-04-02,7,False,610000.0,240000.0,-0.4817857142857143,0.0,0.0,0.0,0.6745,-1.9271428571428573,0.0,0.09635714285714286
111 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,330.0,121.0,1905.0,500.0,2023-11-03,26,False,560000.0,265000.0,-2.0235,0.0,0.0,1.349,-0.43360714285714286,-3.203875,12815500000.0,-1.4239444444444445
5/165 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,75.0,2021.0,500.0,2023-10-28,7,False,600000.0,190000.0,-0.4817857142857143,0.0,0.0,0.0,-0.168625,0.5299642857142858,0.0,0.0
5/169 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,74.0,2021.0,500.0,2024-11-14,8,False,600000.0,190000.0,-0.4817857142857143,0.0,0.0,0.0,-0.22483333333333333,0.5299642857142858,674500000.0,0.0
3/25 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,500.0,2024-07-22,7,False,410000.0,200000.0,-0.4817857142857143,0.0,0.0,0.0,-0.44966666666666666,-2.4089285714285715,0.0,-1.8307857142857142
1/107 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,98.0,75.0,2022.0,500.0,2023-09-26,23,False,580000.0,245000.0,-0.4817857142857143,0.0,0.0,-80940000000.0,-0.168625,0.5781428571428571,10792000000.0,-0.19271428571428573
4/111 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,89.0,75.0,2022.0,500.0,2023-08-25,22,False,580000.0,240000.0,-0.4817857142857143,0.0,0.0,-87010499999.99998,-0.168625,0.5781428571428571,10117500000.0,-0.19271428571428573
6/111 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,176.0,75.0,2022.0,500.0,2024-05-27,20,False,620000.0,295000.0,-0.4817857142857143,0.0,0.0,-28329000000.0,-0.168625,0.5781428571428571,8768499999.999998,0.19271428571428573
5/107 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1970.0,500.0,2024-11-21,6,False,470000.0,265000.0,-0.4817857142857143,0.0,0.0,0.0,0.11241666666666666,-1.9271428571428573,-674500000.0,-1.2526428571428572
2/12 KEOGHS LANE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1976.0,500.0,2024-04-05,7,False,530000.0,315000.0,-0.4817857142857143,0.0,0.0,0.0,0.11241666666666666,-1.6380714285714286,0.0,-0.6745
1/424 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,135.0,90.0,2010.0,500.0,2024-10-22,7,False,600000.0,240000.0,-0.4817857142857143,674500000.0,0.0,-55983499999.99999,0.6745,0.0,0.0,0.0
2/12 OXLEY AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1970.0,500.0,2024-02-15,16,False,430000.0,180000.0,-0.4817857142857143,0.0,0.0,0.0,0.6745,-1.9271428571428573,6070500000.0,-1.6380714285714286
30A PURCHAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,329.0,120.0,1965.0,500.0,2024-09-11,7,False,680000.0,430000.0,-0.4817857142857143,674500000.0,0.0,74869500000.0,2.36075,-2.1680357142857143,0.0,0.7708571428571429
112 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1955.0,500.0,2024-09-10,7,False,550000.0,335000.0,-0.4817857142857143,0.0,0.0,0.0,0.11241666666666666,-2.6498214285714283,0.0,-0.48178571428571426
2/129 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,107.0,71.0,2022.0,500.0,2024-12-03,44,False,660000.0,255000.0,-0.4817857142857143,0.0,0.0,-74869500000.0,-0.3934583333333333,0.5781428571428571,24956499999.999996,0.5781428571428572
9A WINTON STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,845.0,120.0,1960.0,500.0,2023-10-18,7,False,790000.0,720000.0,-2.0235,0.0,0.0,7.551991071428572,-0.4817857142857143,-1.349,0.0,0.29977777777777775
3/28 ALBANY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,100.0,1970.0,499.0,2024-09-17,141,False,590000.0,250000.0,-0.5010571428571429,0.0,0.0,0.0,1.2365833333333334,-1.9271428571428573,90382999999.99998,-0.09635714285714286
3/26 GORDON AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,60.0,1980.0,499.0,2024-11-27,47,False,530000.0,325000.0,-0.5010571428571429,0.0,0.0,0.0,-1.01175,-1.4453571428571428,26980000000.0,-0.6745
3/27 RADNOR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,173.0,63.0,2023.0,499.0,2024-09-18,50,False,630000.0,290000.0,-0.5010571428571429,0.0,0.0,-30352499999.999996,-0.843125,0.6263214285714286,29003499999.999996,0.2890714285714286
5/75 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,59.0,2016.0,495.0,2024-11-23,7,False,470000.0,185000.0,-0.5781428571428572,0.0,0.0,0.0,-1.0679583333333333,0.28907142857142853,0.0,-1.2526428571428572
4/138 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,2016.0,495.0,2024-12-20,51,True,550000.0,200000.0,-0.5781428571428572,0.0,0.0,0.0,-1.01175,0.28907142857142853,29678000000.0,-0.48178571428571426
4/116 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,70.0,1965.0,495.0,2024-12-23,17,True,340000.0,180000.0,-0.5781428571428572,0.0,0.0,0.0,-0.44966666666666666,-2.1680357142857143,6745000000.0,-2.5052857142857143
6 ARCHER STREET ,"MAIREHAU, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1970.0,495.0,2023-10-27,7,False,435000.0,230000.0,-0.5781428571428572,0.0,0.0,0.0,-1.01175,-1.9271428571428573,0.0,-1.5898928571428572
5/80 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,58.0,2016.0,495.0,2024-01-15,7,False,445000.0,245000.0,-0.5781428571428572,0.0,0.0,0.0,-1.1241666666666668,0.28907142857142853,0.0,-1.4935357142857142
C5/101 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,218.0,66.0,2010.0,495.0,2024-12-13,21,True,415000.0,175000.0,-0.5781428571428572,0.0,674500000.0,0.0,-0.6745,0.0,9442999999.999998,-1.7826071428571428
6/111 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,143.0,75.0,2022.0,495.0,2024-11-22,36,False,590000.0,255000.0,-0.5781428571428572,0.0,0.0,-50587499999.99999,-0.168625,0.5781428571428571,19560500000.0,-0.09635714285714286
572 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,442.0,94.0,1920.0,495.0,2023-11-12,7,False,580000.0,485000.0,-2.09095,0.0,0.0,2.698,-1.7344285714285714,-2.698,0.0,-1.2740555555555555
4/44 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1970.0,495.0,2023-11-03,7,False,490000.0,215000.0,-0.5781428571428572,0.0,0.0,0.0,0.11241666666666666,-1.9271428571428573,0.0,-1.0599285714285713
4/162 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,71.0,67.0,2023.0,495.0,2023-07-03,55,False,630000.0,290000.0,-0.5781428571428572,0.0,0.0,-99151500000.0,-0.6182916666666667,0.6263214285714286,32375999999.999996,0.2890714285714286
4/214 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,120.0,1975.0,495.0,2023-09-24,7,False,690000.0,200000.0,-2.09095,0.0,0.0,0.0,-0.4817857142857143,-0.843125,0.0,-0.44966666666666666
5/550 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,86.0,78.0,2020.0,490.0,2024-07-03,51,False,600000.0,210000.0,-0.6745,0.0,0.0,-89033999999.99998,0.0,0.4817857142857143,29678000000.0,0.0
158D EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,2.0,218.0,140.0,1990.0,490.0,2023-10-25,7,False,610000.0,240000.0,-2.1584,0.0,674500000.0,0.0,0.4817857142857143,-0.33725,0.0,-1.0492222222222223
2/34 EDWARD AVENUE ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1970.0,490.0,2024-12-22,30,True,400000.0,170000.0,-0.6745,0.0,0.0,0.0,-1.01175,-1.9271428571428573,15513500000.0,-1.927142857142857
2/4 UPLAND ROAD ,"HOON HAY, CHRISTCHURCH",8025,2.0,1,1.0,218.0,85.0,1960.0,490.0,2024-08-14,7,False,435000.0,200000.0,-0.6745,0.0,0.0,0.0,0.3934583333333333,-2.4089285714285715,0.0,-1.5898928571428572
3/76 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,82.0,1965.0,490.0,2023-07-25,7,False,510000.0,245000.0,-0.6745,0.0,0.0,0.0,0.22483333333333333,-2.1680357142857143,0.0,-0.8672142857142857
2/82 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1970.0,490.0,2024-11-29,7,False,550000.0,240000.0,-0.6745,0.0,0.0,0.0,-0.44966666666666666,-1.9271428571428573,0.0,-0.48178571428571426
2/230 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1970.0,489.0,2023-11-10,17,False,470000.0,240000.0,-0.6937714285714286,0.0,0.0,0.0,0.6745,-1.9271428571428573,6745000000.0,-1.2526428571428572
1/493 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1965.0,485.0,2024-09-27,7,False,425000.0,260000.0,-0.7708571428571429,0.0,0.0,0.0,-1.01175,-2.1680357142857143,0.0,-1.68625
1/39 CLEVELAND STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,78.0,2000.0,485.0,2024-11-29,7,False,450000.0,170000.0,-0.7708571428571429,0.0,0.0,0.0,0.0,-0.4817857142857143,0.0,-1.4453571428571428
3/58 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1995.0,485.0,2024-07-20,7,False,520000.0,245000.0,-0.7708571428571429,0.0,0.0,0.0,0.11241666666666666,-0.7226785714285714,0.0,-0.7708571428571429
1/53 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,112.0,1945.0,485.0,2024-02-27,7,False,650000.0,325000.0,-2.22585,0.0,0.0,0.0,-0.8672142857142857,-1.8548749999999998,0.0,-0.7494444444444445
2/108 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,60.0,1970.0,485.0,2024-02-28,7,False,330000.0,137000.0,-0.7708571428571429,0.0,0.0,0.0,-1.01175,-1.9271428571428573,0.0,-2.601642857142857
67A SAINT ALBANS STREET ,"ST ALBANS, CHRISTCHURCH",8014,5.0,4,4.0,959.0,330.0,1980.0,485.0,2024-03-04,7,False,670000.0,305000.0,-0.18291525423728813,2.698,0.6745,0.6859322033898305,0.9161958333333333,-0.44966666666666666,0.0,-0.7999883720930232
1/56 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,110.0,1980.0,485.0,2023-11-03,7,False,650000.0,280000.0,-0.7708571428571429,0.0,0.0,0.0,1.7986666666666666,-1.4453571428571428,0.0,0.48178571428571426
93B WESTMINSTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1960.0,485.0,2024-05-26,7,False,490000.0,370000.0,-0.7708571428571429,0.0,0.0,0.0,0.11241666666666666,-2.4089285714285715,0.0,-1.0599285714285713
3/129 CANON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,90.0,1975.0,480.0,2024-06-25,7,False,425000.0,210000.0,-0.8672142857142857,0.0,0.0,0.0,0.6745,-1.6862499999999998,0.0,-1.68625
2/129 CHAMPION STREET ,"EDGEWARE, CHRISTCHURCH",8013,4.0,1,1.0,218.0,73.0,1970.0,480.0,2024-04-21,26,False,370000.0,170000.0,-1.59182,-674500000.0,-674500000.0,-0.7152416107382551,-2.45518,-0.043237179487179485,12815500000.0,-2.3832333333333335
3/129 CHAMPION STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,90.0,1970.0,480.0,2023-10-11,7,False,375000.0,170000.0,-0.8672142857142857,0.0,0.0,0.0,0.6745,-1.9271428571428573,0.0,-2.1680357142857143
6/225 EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1970.0,480.0,2024-05-24,7,False,360000.0,143000.0,-0.8672142857142857,0.0,0.0,0.0,-1.01175,-1.9271428571428573,0.0,-2.3125714285714287
3/125 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,70.0,1970.0,480.0,2023-08-21,7,False,360000.0,190000.0,-0.8672142857142857,0.0,0.0,0.0,-0.44966666666666666,-1.9271428571428573,0.0,-2.3125714285714287
137A GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,2.0,426.0,187.0,2010.0,480.0,2023-08-30,7,False,1240000.0,520000.0,-0.8672142857142857,0.0,674500000.0,140295999999.99997,6.126708333333333,0.0,0.0,6.166857142857143
175 BARRINGTON STREET ,"SOMERFIELD, CHRISTCHURCH",8024,2.0,1,1.0,218.0,66.0,1980.0,480.0,2024-08-05,43,False,470000.0,290000.0,-0.8672142857142857,0.0,0.0,0.0,-0.6745,-1.4453571428571428,24282000000.0,-1.2526428571428572
